sheet_no,session,box,pattern,total_amount,item1,item2,item3,item4,item5,amount1,amount2,amount3,amount4,amount5
DEN010001,1,1,xM2-5,2,304,311,,,,1,1,,,
DEN010002,1,2,xS1,1,221,,,,,1,,,,
DEN010003,1,3,xL1,1,501,,,,,1,,,,
DEN010004,1,4,xM1,1,307,,,,,1,,,,
DEN010005,1,5,xS1,1,209,,,,,1,,,,
DEN010006,1,6,xM1,1,305,,,,,1,,,,
DEN010007,1,7,xS1,1,204,,,,,1,,,,
DEN010008,1,8,xM1,1,306,,,,,1,,,,
DEN010009,1,9,xS2-3,2,202,223,,,,1,1,,,
DEN010010,1,10,xS1,1,208,,,,,1,,,,
DEN010011,1,11,xS1,1,216,,,,,1,,,,
DEN010012,1,12,xL1,1,402,,,,,1,,,,
DEN010013,1,13,xS1,1,212,,,,,1,,,,
DEN010014,1,14,xS2-3,3,105,308,309,,,1,1,1,,
DEN010015,1,15,xL1,1,404,,,,,1,,,,
DEN010016,1,16,xS1,1,226,,,,,1,,,,
DEN010017,1,17,xM2-5,5,301,302,303,312,403,1,1,1,1,1
DEN010018,1,18,xM1,1,310,,,,,1,,,,
DEN010019,1,19,xS4-5,4,205,211,224,225,,1,1,1,1,
DEN010020,1,20,xS1,1,104,,,,,1,,,,
DEN020001,2,1,xS1,1,226,,,,,1,,,,
DEN020002,2,2,xL1,1,402,,,,,1,,,,
DEN020003,2,3,xS2-3,2,105,221,,,,1,1,,,
DEN020004,2,4,xS2-3,2,212,312,,,,1,1,,,
DEN020005,2,5,xS2-3,2,101,103,,,,1,1,,,
DEN020006,2,6,xS2-3,3,109,217,307,,,1,1,1,,
DEN020007,2,7,xS1,1,220,,,,,1,,,,
DEN020008,2,8,xL1,1,401,,,,,1,,,,
DEN020009,2,9,xS2-3,2,205,301,,,,1,1,,,
DEN020010,2,10,xS1,1,206,,,,,1,,,,
DEN020011,2,11,xL1,1,404,,,,,1,,,,
DEN020012,2,12,xM1,1,310,,,,,1,,,,
DEN020013,2,13,xL1,1,501,,,,,1,,,,
DEN020014,2,14,xS2-3,2,211,223,,,,1,1,,,
DEN020015,2,15,xS2-3,3,210,216,309,,,1,1,1,,
DEN020016,2,16,xS2-3,3,104,108,311,,,1,1,1,,
DEN020017,2,17,xS1,1,219,,,,,1,,,,
DEN020018,2,18,xS1,1,207,,,,,1,,,,
DEN020019,2,19,xM1,1,302,,,,,1,,,,
DEN020020,2,20,xS1,1,107,,,,,1,,,,
DEN030001,3,1,xS2-3,3,203,206,220,,,1,1,1,,
DEN030002,3,2,xS1,1,104,,,,,1,,,,
DEN030003,3,3,xS2-3,2,213,214,,,,1,1,,,
DEN030004,3,4,xS2-3,2,211,219,,,,1,1,,,
DEN030005,3,5,xS2-3,2,107,109,,,,1,1,,,
DEN030006,3,6,xS4-5,5,102,204,210,224,225,1,1,1,1,1
DEN030007,3,7,xS1,1,207,,,,,1,,,,
DEN030008,3,8,xS2-3,2,202,309,,,,1,1,,,
DEN030009,3,9,xL1,1,401,,,,,1,,,,
DEN030010,3,10,xM1,1,306,,,,,1,,,,
DEN030011,3,11,xS1,1,103,,,,,1,,,,
DEN030012,3,12,xS2-3,3,105,215,303,,,1,1,1,,
DEN030013,3,13,xL1,1,501,,,,,1,,,,
DEN030014,3,14,xS1,1,222,,,,,1,,,,
DEN030015,3,15,xS4-5,5,101,216,217,218,223,1,1,1,1,1
DEN030016,3,16,xM1,1,302,,,,,1,,,,
DEN030017,3,17,xS2-3,3,212,221,308,,,1,1,1,,
DEN030018,3,18,xS4-5,5,106,201,208,209,226,1,1,1,1,1
DEN030019,3,19,xS2-3,3,205,304,311,,,1,1,1,,
DEN030020,3,20,xS1,1,108,,,,,1,,,,
DEN040001,4,1,xM2-5,5,302,303,306,402,403,1,1,1,1,1
DEN040002,4,2,xL1,1,601,,,,,1,,,,
DEN040003,4,3,xS4-5,5,206,210,214,221,224,1,1,1,1,1
DEN040004,4,4,xS2-3,2,202,309,,,,1,1,,,
DEN040005,4,5,xS4-5,4,201,216,218,222,,1,1,1,1,
DEN040006,4,6,xL1,1,404,,,,,1,,,,
DEN040007,4,7,xS2-3,3,105,107,217,,,1,1,1,,
DEN040008,4,8,xS1,1,226,,,,,1,,,,
DEN040009,4,9,xS1,1,219,,,,,1,,,,
DEN040010,4,10,xS1,1,208,,,,,1,,,,
DEN040011,4,11,xL1,1,401,,,,,1,,,,
DEN040012,4,12,xS1,1,213,,,,,1,,,,
DEN040013,4,13,xS4-5,4,102,205,212,223,,1,1,1,1,
DEN040014,4,14,xS2-3,3,106,108,225,,,1,1,1,,
DEN040015,4,15,xS2-3,2,209,301,,,,1,1,,,
DEN040016,4,16,xS1,1,215,,,,,1,,,,
DEN040017,4,17,xS2-3,2,104,304,,,,1,1,,,
DEN040018,4,18,xS4-5,4,101,109,203,211,,1,1,1,1,
DEN040019,4,19,xS2-3,2,305,312,,,,1,1,,,
DEN040020,4,20,xS2-3,3,103,207,307,,,1,1,1,,
DEN050001,5,1,xS1,1,225,,,,,1,,,,
DEN050002,5,2,xS1,1,101,,,,,1,,,,
DEN050003,5,3,xS2-3,2,105,305,,,,1,1,,,
DEN050004,5,4,xS1,1,215,,,,,1,,,,
DEN050005,5,5,xS4-5,5,102,107,210,216,217,1,1,1,1,1
DEN050006,5,6,xS1,1,224,,,,,1,,,,
